tweet_id,author_name,author_handle,text,timestamp,likes,retweets,replies,image_url,tweet_link
,Aman,@amannimbhoria,"@FibeIndia   @jagograhakjago   @RBI  
I took a loan from your app and due to job switch i wasn't able to pay the emi cz my notice money about to arrive.",2024-10-19T06:34:30.000Z,0,0,1,,https://x.com/amannimbhoria/status/1847526720728932491
,Aman,@amannimbhoria,"There's a guy from came to my home telling my father confidential things and told him that i haven't paid it since 2 months which is a lie and taking to me unprofessionally!!! is it acceptable???

 @FibeIndia   @jagograhakjago   @RBI",2024-10-19T06:34:31.000Z,0,0,2,,https://x.com/amannimbhoria/status/1847526720728932491
,Aman,@amannimbhoria,"@FibeIndia   @jagograhakjago   @RBI  

no one should trust these kind of companies who hired unprofessional team who don't even know their own rules.",2024-10-19T06:37:14.000Z,0,0,0,,https://x.com/amannimbhoria/status/1847526720728932491
,Aryan Sinha,@ar62383130,@FibeIndia  maine already post Kari hai apko mujhe time chahiye 5-6 months ka please emi hold kare Mai uske baad continue kar paunga but baat baat aap same mail kar rahe ho.  @DasShaktikanta   @RBI   @nsitharamanoffc   @narendramodi   @nsitharaman,2024-10-04T08:56:00.000Z,0,0,1,https://pbs.twimg.com/media/GZCMTMSa4AAcLSM?format=jpg&name=large,https://x.com/ar62383130/status/1842126511509565545
,Aryan Sinha,@ar62383130,@FibeIndia  dost Aisa hai aap notice bhejne se achha h fir krke jail hi bhej do jindagi to aise hi barbad chal rahi .Maine apko already concern share kar diya hai mai pay nahi kar paunga av kuchh mahino tak .notice se achha kuchh final result hi declare kar do,2024-10-07T14:20:42.000Z,0,0,2,https://pbs.twimg.com/media/GZSzYcmaAAAlpOu?format=jpg&name=900x900,https://x.com/ar62383130/status/1842126511509565545
,Debdatta Chatterjee,@altruistdelhite,@FibeIndia  kindly respond to my mails with appropriate and requested documents other than shooting automated standard replies.,2024-10-11T05:43:59.000Z,0,0,1,,https://x.com/altruistdelhite/status/1844937452202451195
,Debdatta Chatterjee,@altruistdelhite,"Are your social media responses auto generated too? I have not answered my questions in mail. Every time put a reminder, automated responses have been sent. Kindly double check before answering.",2024-10-12T03:05:40.000Z,0,0,1,,https://x.com/altruistdelhite/status/1844937452202451195
,Aditya Patawari,@adityapatawari,"hey  @FibeIndia  you are accessing my CKYC and credit report without my permission.
Please stop immediately. I am going to escalate this to RBI ombudsman and other relevant authorities.",2024-09-30T11:31:15.000Z,1,0,1,,https://x.com/adityapatawari/status/1840716031158800647
,Aditya Patawari,@adityapatawari,"Hey  @Uber_India  /  @Uber_Support  the driver just refused to go after taking the pin. He said that Uber will pay me 300 only for the ride. (My app showed 419).
Anyway, since he already took the pin and dropped me right where he started in 2 minutes, I would like a refund.",2024-10-18T06:37:31.000Z,0,0,1,,https://x.com/adityapatawari/status/1840716031158800647
,Anvika,@S152326S,"@FibeIndia  you added penalty charges 4958rs, I have cleared all my loan. And I requested to waive off the penalty charges. But you are telling not possible. Why it us not possible I am asking to waive of penalty charges which you added extra not emi.
 @RBIsays  can you please help.",2024-10-01T17:40:10.000Z,0,0,1,,https://x.com/S152326S/status/1841171262401626208
,Piyush Saxena,@piyush54,"Hi team, I am getting charged late fees and interest because of your incompetence. I have sent the funds to FIBE (N278243304074171) on Date 4oct and it has not been posted yet . The funds are out of my account as well. I need urgent assistance 
 @HDFCBank_Cares 
 @HDFC_Bank",2024-10-08T08:13:50.000Z,0,0,2,,https://x.com/piyush54/status/1843565452267814919
,HDFC Bank Cares,@HDFCBank_Cares,"Hi Piyush, we'll certainly look into this for you. Please DM us your registered contact details for further assistance. -Anay, Service Manager  https:// x.com/messages/compo se?recipient_id=145931959 …  

Please note that HDFC Bank will only respond using either  @HDFCBank_Cares  or  @HDFC_Bank  handle. Both handles",2024-10-08T08:35:04.000Z,0,0,1,,https://x.com/piyush54/status/1843565452267814919
,SANTANU SENGUPTA,@SantanuChennai,"Hi  @FibeIndia  this is too undignified way of communication by your disgraceful collection agents. Earlier also such incidents hv happened & now this has crossed all limits of insult. Let us meet in court for giving me extreme mental pressure & tarnishing my reputation.
 @RBI",2024-10-08T13:51:09.000Z,0,0,1,,https://x.com/SantanuChennai/status/1843650342489301237
,Boxofficesutra,@BoxofficeSutra,@FibeIndia  Hi I need urgent resolution..Pls DM me..,2024-10-16T06:47:18.000Z,0,0,2,,https://x.com/BoxofficeSutra/status/1846442777317405131
,Boxofficesutra,@BoxofficeSutra,Pls reply..,2024-10-16T07:09:37.000Z,0,0,0,,https://x.com/BoxofficeSutra/status/1846442777317405131
,Boxofficesutra,@BoxofficeSutra,I have Dm'ed..Please look into it..,2024-10-16T07:58:37.000Z,0,0,1,,https://x.com/BoxofficeSutra/status/1846442777317405131
,Adv. Vaishnav Bramhankar,@bramhankar_03,Hello  @FibeIndia  one for your recovery agents is violating RBI guideline’s and calling my friend on whatsapp and abusing him and even calling people from his contact list and she is calling on whatsapp so that the call cannot be recorded please look into this asap,2024-10-11T04:23:22.000Z,0,0,1,https://pbs.twimg.com/media/GZlRBPgbQAAqf-H?format=jpg&name=small,https://x.com/bramhankar_03/status/1844594617666371843
,Clerk,@ClerkDev,"Clerk's Organizations provide scalable user access management. 

Use RBAC to boost developer velocity and streamline role management of your application.",,0,287,87,,https://x.com/bramhankar_03/status/1844594617666371843
,Adv. Vaishnav Bramhankar,@bramhankar_03,Hello  @KotakBankLtd  my friend  @loharpintu747  is constantly getting harrashed by your recovery agent and even abusing me according to the Advocate protection this is unlawful we will be taking appropriate action against the bank with the help of  @RBI,2024-10-17T09:49:37.000Z,0,0,0,https://pbs.twimg.com/media/GaFVOn_bgAAEInA?format=jpg&name=900x900,https://x.com/bramhankar_03/status/1844594617666371843
,Chetan singh,@Chetans27186404,distrod cibil no cal no massage bad man,2024-10-15T12:55:36.000Z,0,0,1,,https://x.com/Chetans27186404/status/1846173077870096589
,Sambit nayak,@Sambitn11962256,"@FibeIndia 
 @RBI   @RBIsays  
Please take neccssary steps against this company they are threatening me and my family , i already informed them that i will clear the emi and every month i used do that but still they are giving us threat",2024-10-18T05:45:35.000Z,0,0,1,,https://x.com/Sambitn11962256/status/1847152025022112198
,Sanjeev Pandey,@Sanjeev39462430,"Again your collection agency is doing misbehave 
 @RBI   @jagograhakjago   @jagograhakjago",2024-09-27T09:10:32.000Z,0,0,1,,https://x.com/Sanjeev39462430/status/1842610411897786609
,Sanjeev Pandey,@Sanjeev39462430,??????,2024-10-05T16:58:50.000Z,0,0,1,,https://x.com/Sanjeev39462430/status/1842610411897786609
,Sanjeev Pandey,@Sanjeev39462430,@FibeIndia  +918044851495 your recovery agency is doing misbhave with me I have already informed so many time but no action taken by you. @RBI   @BandBajaateRaho   @CNBC_Awaaz   @ZeeNews   @714290   @BandBajaateRaho,2024-09-21T09:05:54.000Z,0,0,1,,https://x.com/Sanjeev39462430/status/1837417963374129238
,Sanjeev Pandey,@Sanjeev39462430,+918044851495 your recovery agency is doing misbhave with me I have already informed so many time but no action taken by you. @RBI   @BandBajaateRaho   @CNBC_Awaaz   @ZeeNewsEnglish   @jagograhakjago,2024-09-21T09:06:40.000Z,1,1,1,https://pbs.twimg.com/media/GX_SEYqa4AACIkr?format=jpg&name=900x900,https://x.com/Sanjeev39462430/status/1837417963374129238
,Sanjeev Pandey,@Sanjeev39462430,????? Can you reply,2024-09-23T10:48:55.000Z,0,0,1,,https://x.com/Sanjeev39462430/status/1837417963374129238
,Sanjeev Pandey,@Sanjeev39462430,@FibeIndia   can you reply??,2024-09-23T10:49:39.000Z,0,0,1,,https://x.com/Sanjeev39462430/status/1837417963374129238
,Pradeep Sharma,@pradeep87585,@BandBajaateRaho  Respected Sir mere loan ki only ek Emi baki hai ye  @FibeIndia   wale bahut gali galuj kar rhe kya mujh suicide kar lena chahiye,2024-10-14T05:24:36.000Z,1,2,1,,https://x.com/pradeep87585/status/1845747503129411587
,Pradeep Sharma,@pradeep87585,As I am requesting my last emi payment will be happened on 20th Oct than why your executive are calling again and again,2024-10-14T08:44:31.000Z,0,0,1,,https://x.com/pradeep87585/status/1845747503129411587
,Pradeep Sharma,@pradeep87585,It is humble request please don't call my contacts and parents regarding this,2024-10-14T08:58:53.000Z,0,0,1,,https://x.com/pradeep87585/status/1845747503129411587
,Pradeep Sharma,@pradeep87585,@FibeIndia  after paying all my amount and getting NOC THEY ARE CALLING MY FAMILY AND ABUSING  @RBIsays   @RBI  kindly ban this application as soon as possible otherwise so many death wil occur in few days,2024-10-18T04:23:43.000Z,0,0,1,,https://x.com/pradeep87585/status/1847131421397201228
,Prasad Bhandare,@bhandare_p24079,"@FibeIndia  
Some ladies called continuously Here these numbers who called me and my family members. +918655758079
+912269980063, +912269980002,
+912269980099, 
Please take strict action against them or I'll make suicide not and put it on social media and police station.",2024-10-15T14:16:30.000Z,1,1,2,,https://x.com/bhandare_p24079/status/1846193437046972465
,Syed imtiyaz,@Syedimt49390252,"Bro, could you please share with me your number if you are from Andhra",2024-10-16T10:56:50.000Z,0,0,0,,https://x.com/bhandare_p24079/status/1846193437046972465
,VISHAL MISHRA,@VishalMishra97,"@FibeIndia  your agent is calling and threatening me to do the payment or he will call to my contact, are your people trying to harass the customer and force him to do something wrong with themselves 
 @RBI  when will you going to take action against these people 
 @DFS_India   @aajtak",2024-10-08T12:23:46.000Z,1,10,7,https://pbs.twimg.com/media/GZXiNhdasAItBEF?format=jpg&name=900x900,https://x.com/KotakDhira71520/status/1843628671128744127
,Dhiraj Kotak,@KotakDhira71520,fibe is frod company,2024-10-08T12:25:02.000Z,0,0,1,,https://x.com/KotakDhira71520/status/1843628671128744127
,Aryan Sinha,@ar62383130,@FibeIndia  maine already post Kari hai apko mujhe time chahiye 5-6 months ka please emi hold kare Mai uske baad continue kar paunga but baat baat aap same mail kar rahe ho.  @DasShaktikanta   @RBI   @nsitharamanoffc   @narendramodi   @nsitharaman,2024-10-04T08:56:00.000Z,0,0,1,https://pbs.twimg.com/media/GZCMTMSa4AAcLSM?format=jpg&name=900x900,https://x.com/ar62383130/status/1843295389799358614
,Aryan Sinha,@ar62383130,@FibeIndia  dost Aisa hai aap notice bhejne se achha h fir krke jail hi bhej do jindagi to aise hi barbad chal rahi .Maine apko already concern share kar diya hai mai pay nahi kar paunga av kuchh mahino tak .notice se achha kuchh final result hi declare kar do,2024-10-07T14:20:42.000Z,0,0,2,https://pbs.twimg.com/media/GZSzYcmaAAAlpOu?format=jpg&name=large,https://x.com/ar62383130/status/1843295389799358614
,Syed imtiyaz,@Syedimt49390252,Don't worry nothing is going to happen if they will file a case trust me they are not following rbi guidelines so court will take a action on this company not on you even default is not a crime,2024-10-09T05:17:54.000Z,1,0,2,,https://x.com/ar62383130/status/1843295389799358614
,Aryan Sinha,@ar62383130,"I can understand but these guys only shares automatic messages they never try to understand peoples's concern,and I am fade up because of this.",2024-10-09T08:13:23.000Z,0,0,0,,https://x.com/ar62383130/status/1843295389799358614
,Ruchika,@Ruchika63116033,"I hope this online Loan business model fails soon because too many people are being mentally harassed after falling into their instant loan traps. I almost became suicidal because of them, but thankfully, a friend helped me in time.",2024-10-08T19:59:54.000Z,0,0,1,,https://x.com/Ruchika63116033/status/1843883158066082190
,Ruchika,@Ruchika63116033,Please stop with the formal responses. You don’t actually address customer harassment; you just reply here to make it seem like you’re doing something while your agents use illegal methods to recover money.,2024-10-09T05:16:17.000Z,0,0,1,,https://x.com/Ruchika63116033/status/1843883158066082190
,shiksha jha,@shiksha_jh5714,Okay so you mean to say that I have to listen their slang language right. There is so much difference between follow-up calls and slang calls don't expect me to receive this slang calls,2024-10-07T08:41:54.000Z,0,0,6,,https://x.com/Ruchika63116033/status/1843883158066082190
